Age,Tenure,NumProducts,SaccoScore,MonthsInactive,BranchVisits,UtilizationRate,Education_Ord,EmploymentStatus_TE,Balance_RobustScaler,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,Churn
27,18,3,14,4,7,0.57,2.0,0.2770060128550695,2.1388455639125517,1,1,0,1
39,4,1,17,10,7,0.95,2.0,0.27621483375959077,0.24272355995786596,1,1,0,1
47,158,1,10,6,6,0.53,1.0,0.2733843537414966,0.38746388729756864,1,0,0,0
40,154,4,13,12,10,0.71,1.0,0.2770060128550695,-0.4836268549147155,0,0,0,0
24,82,1,21,14,10,0.98,1.0,0.2733843537414966,-0.2656447310874158,0,0,1,0
18,142,4,18,9,10,0.93,1.0,0.2723334021043945,1.139045454265457,1,1,0,0
37,140,3,14,7,9,0.63,2.0,0.2723334021043945,-0.3484467687986251,1,1,0,1
28,40,1,15,9,14,0.86,2.0,0.2733843537414966,-0.4344704599634099,0,0,1,0
49,60,1,16,9,8,0.68,1.0,0.27391304347826084,-0.2321407671600786,0,1,0,0
27,83,3,16,13,9,0.92,1.0,0.26641414141414144,2.1388455639125517,0,1,0,0
42,25,1,19,6,12,0.98,1.0,0.2733843537414966,0.054506310867998446,0,1,0,1
44,105,4,19,7,13,0.81,3.0,0.2765167148163434,-0.3782670830792354,1,0,1,1
43,104,3,10,9,7,0.87,2.0,0.27391304347826084,-0.6318660334238846,0,0,1,0
18,176,1,9,5,11,0.79,2.0,0.265988987717069,1.5964709650792477,0,1,0,0
30,178,3,10,8,10,0.96,2.0,0.2719186785260483,-0.08092017321777269,0,1,0,0
45,180,1,18,5,11,0.79,2.0,0.2767747230201067,-0.14792810107244717,1,0,1,0
47,36,1,14,8,5,0.56,2.0,0.27391304347826084,0.3338107293995897,1,1,0,0
54,64,2,17,4,8,0.7,2.0,0.2765167148163434,-0.36822636581474566,1,0,0,0
26,51,4,18,7,6,0.8,1.0,0.27391304347826084,0.5824570805536562,1,0,1,1
28,127,1,15,8,13,0.7,1.0,0.2765167148163434,2.1388455639125517,1,0,0,1
35,88,2,17,10,11,0.87,2.0,0.2770060128550695,-0.5474192892650565,0,0,1,0
47,30,1,8,9,13,0.81,3.0,0.2723334021043945,-0.25872710808862937,1,1,0,0
18,160,1,18,7,21,0.96,1.0,0.2723334021043945,0.008368291045281787,0,0,1,0
23,7,1,13,4,9,0.85,2.0,0.26641414141414144,1.3266343885326386,1,1,0,0
43,10,2,15,8,6,0.64,1.0,0.2719186785260483,0.23975446442321316,0,1,0,1
46,87,1,15,5,13,0.86,2.0,0.2719186785260483,0.039309716087939435,1,1,0,0
39,36,1,17,9,10,0.51,2.0,0.27474402730375425,-0.391615693086689,0,0,0,0
28,164,2,12,8,11,0.59,1.0,0.27391304347826084,0.11821866587819316,1,0,1,0
35,155,1,15,9,11,0.6,3.0,0.2723334021043945,-0.3493646012356858,0,1,0,1
41,67,1,7,8,9,0.95,2.0,0.2770060128550695,-0.5297956744836423,0,0,0,0
43,145,3,15,14,8,0.59,1.0,0.2765167148163434,-0.5724410030861345,1,0,1,0
50,77,1,17,11,11,0.84,2.0,0.27474402730375425,-0.6148399337189462,0,0,1,0
39,109,1,17,6,11,0.96,1.0,0.265988987717069,-0.2595217415408497,1,1,0,0
20,76,1,9,8,5,0.78,2.0,0.2767747230201067,-0.5618890100345573,1,1,0,0
36,105,1,15,12,9,0.84,1.0,0.2767747230201067,0.01330857033738042,0,1,0,0
18,98,2,17,10,8,0.74,1.0,0.2767747230201067,-0.3153062418765669,0,1,0,0
33,131,4,9,6,11,0.78,2.0,0.2641112047177759,-0.6322664301246158,0,1,0,0
27,59,3,9,11,11,0.51,1.0,0.2641112047177759,0.022308256179969076,0,1,0,1
26,78,3,11,11,12,0.91,3.0,0.2765167148163434,1.4537203013447169,0,1,0,0
29,86,2,10,16,14,0.8,2.0,0.2723334021043945,-0.6354018442888031,1,0,0,1
26,147,1,11,10,16,0.83,3.0,0.27391304347826084,-0.09187256297008113,0,0,1,0
31,21,4,15,3,11,0.51,1.0,0.2723334021043945,-0.16095023377007373,1,1,0,0
31,57,3,16,5,14,0.78,1.0,0.2723334021043945,0.2349435440651969,0,0,1,0
69,36,1,9,9,8,0.78,1.0,0.27391304347826084,-0.09651100474932087,1,0,1,0
35,93,2,6,8,13,0.71,3.0,0.27391304347826084,-0.3682325257639877,0,0,1,1
34,128,2,14,4,8,0.77,1.0,0.27812113720642767,-0.5538502762737235,0,1,0,0
30,57,2,15,4,9,0.72,1.0,0.2765167148163434,-0.257605997326582,1,0,1,1
46,40,1,20,11,13,0.58,2.0,0.2723334021043945,-0.1656379551432496,1,0,1,0
33,78,3,17,6,9,0.7,3.0,0.2765167148163434,0.6263713587000043,1,0,0,0
40,168,3,5,10,13,0.84,1.0,0.2767747230201067,-0.5181595303654698,0,0,1,0
36,154,1,14,8,9,0.8,2.0,0.2770060128550695,-0.42510733711554216,1,0,1,0
19,135,1,7,9,2,0.57,1.0,0.265988987717069,0.08223224240632257,1,0,1,0
27,137,4,14,4,14,0.84,3.0,0.2723334021043945,-0.48840081557727966,1,0,1,0
47,9,4,11,8,14,0.73,3.0,0.2770060128550695,-0.10701371820696197,1,0,1,1
38,107,4,13,2,9,0.74,1.0,0.265988987717069,1.3592697996168512,0,1,0,0
36,90,2,16,7,10,0.81,3.0,0.27391304347826084,-0.4339776640240484,1,0,1,0
27,34,3,15,10,10,0.55,1.0,0.265988987717069,-0.363261446725679,0,1,0,1
44,131,4,21,13,8,0.76,1.0,0.2770060128550695,0.5369288957058994,1,1,0,0
44,88,2,12,1,10,0.78,1.0,0.2723334021043945,2.1388455639125517,1,0,1,0
32,40,3,16,9,7,0.64,1.0,0.2770060128550695,0.3211150740117901,1,1,0,0
43,90,3,14,6,9,0.61,2.0,0.2655860349127182,-0.5001416788325664,0,0,0,0
33,93,1,9,9,15,0.71,2.0,0.2627646326276463,-0.09062825322319344,0,1,0,0
43,146,1,8,9,8,0.57,2.0,0.2765167148163434,-0.46870129790130527,0,0,1,0
41,147,1,13,6,9,0.95,2.0,0.2733843537414966,-0.20448259506341668,1,0,1,0
27,96,3,15,5,14,0.97,3.0,0.2733843537414966,-0.40538933959184176,0,0,1,0
39,42,3,19,6,11,0.52,2.0,0.265988987717069,2.1388455639125517,1,0,1,1
30,122,4,17,4,14,0.5,3.0,0.27474402730375425,-0.0030645747479040772,1,1,0,1
33,107,2,15,12,7,0.72,2.0,0.2765167148163434,0.22728672715736822,0,0,0,0
35,145,3,22,9,12,0.63,2.0,0.2767747230201067,2.1388455639125517,1,1,0,0
44,62,1,13,7,10,0.65,3.0,0.2767747230201067,0.5685910348098732,1,0,0,0
32,72,1,12,5,11,0.73,2.0,0.2767747230201067,-0.5899537387811924,1,0,1,1
42,38,1,19,9,7,0.91,2.0,0.27474402730375425,0.24225540381547256,0,1,0,1
34,25,1,13,3,10,0.8,1.0,0.2723334021043945,-0.37470047246810684,1,1,0,0
42,4,2,11,5,9,0.91,2.0,0.27391304347826084,0.6614645895317822,1,0,1,1
28,106,3,12,7,10,0.71,2.0,0.2765167148163434,-0.607029118080067,1,1,0,0
31,141,1,14,5,12,0.55,3.0,0.2767747230201067,-0.5305595081896525,1,0,0,0
38,176,1,11,3,14,0.56,1.0,0.2733843537414966,-0.33646566752289964,0,1,0,0
40,86,1,10,4,12,0.89,2.0,0.2723334021043945,-0.5439635577402843,1,1,0,0
30,127,3,8,5,8,0.57,1.0,0.2719186785260483,-0.2137409987741701,1,0,1,0
25,35,1,16,7,10,0.64,2.0,0.265988987717069,0.692412174523682,0,0,0,1
28,38,3,16,5,6,0.98,2.0,0.2767747230201067,-0.5998712570608418,1,0,0,0
46,26,4,16,9,8,0.54,2.0,0.2627646326276463,0.9540498586291649,1,1,0,0
39,164,2,13,6,12,0.75,3.0,0.27391304347826084,-0.13579916101491324,0,0,1,0
35,55,1,17,7,12,0.67,3.0,0.27391304347826084,0.4902488003498851,1,0,1,0
25,22,2,16,12,10,0.77,2.0,0.2765167148163434,0.5265740210300667,0,1,0,1
44,3,3,8,3,13,0.84,2.0,0.27474402730375425,-0.5356353063650755,0,0,1,0
37,158,1,12,7,9,0.83,1.0,0.265988987717069,1.2563308878334842,0,0,1,0
18,38,2,15,7,12,1.0,2.0,0.2723334021043945,0.4834174166404869,0,1,0,0
31,38,1,17,7,14,0.58,1.0,0.265988987717069,-0.5000677594416622,0,1,0,0
32,65,1,16,8,15,0.5,2.0,0.2719186785260483,0.21440011334306605,0,0,1,0
32,141,1,13,8,17,0.68,2.0,0.27474402730375425,-0.3030664227326767,0,0,1,0
35,6,1,12,8,8,0.96,3.0,0.2765167148163434,0.08417262641755832,1,0,1,1
39,168,3,10,16,17,0.67,2.0,0.2765167148163434,0.3319689045762263,1,1,0,0
47,74,1,16,6,13,0.56,2.0,0.2770060128550695,0.06998010336394828,1,1,0,0
34,123,2,11,10,6,0.99,2.0,0.2733843537414966,1.1341729344150204,1,1,0,0
29,158,1,18,7,6,0.82,2.0,0.27474402730375425,0.500652954619654,0,1,0,0
23,93,4,15,4,14,0.69,2.0,0.2767747230201067,1.5899475788319504,0,0,1,0
38,160,3,13,8,11,0.94,3.0,0.27474402730375425,0.05451863076648249,1,0,1,0
31,146,1,22,12,13,0.56,1.0,0.265988987717069,-0.023380087348080253,0,0,1,0
41,152,1,18,8,6,0.86,1.0,0.27474402730375425,1.191423502670338,1,1,0,0
22,180,3,17,11,13,0.89,1.0,0.2719186785260483,2.1388455639125517,0,1,0,0
41,100,1,13,2,10,0.68,1.0,0.2719186785260483,2.1388455639125517,0,1,0,0
33,115,1,14,3,7,0.85,2.0,0.2767747230201067,0.7753435711689736,0,0,1,0
63,160,1,14,9,10,0.68,2.0,0.2733843537414966,0.5127880546264298,0,1,0,0
31,52,2,20,2,10,0.72,2.0,0.27391304347826084,-0.3208933158390775,1,0,1,1
27,59,1,10,3,13,0.59,2.0,0.2767747230201067,1.0782221154497686,0,1,0,1
54,178,2,11,11,15,0.93,2.0,0.27391304347826084,-0.35000523595685573,1,1,0,0
38,97,4,13,7,10,0.97,2.0,0.2719186785260483,0.23267052279489217,1,0,1,0
44,68,4,15,12,10,0.98,1.0,0.2770060128550695,0.8241550089627262,0,1,0,1
46,17,4,17,9,6,0.79,1.0,0.2655860349127182,2.0860637308348577,1,0,0,1
28,36,1,9,6,10,0.73,2.0,0.2767747230201067,-0.18462907865639186,1,1,0,0
27,35,1,23,17,9,0.91,3.0,0.27391304347826084,-0.3798501900344341,1,1,0,0
46,180,3,17,4,9,0.68,2.0,0.2765167148163434,0.7928378270163053,0,1,0,0
23,33,3,19,13,16,0.66,2.0,0.2765167148163434,-0.5247260362574613,1,0,1,0
39,54,1,17,7,14,0.7,1.0,0.2767747230201067,0.6763655067482244,1,0,0,0
28,135,2,20,8,8,0.92,3.0,0.27391304347826084,0.07500662194543517,1,1,0,0
55,42,2,15,8,15,0.86,1.0,0.2641112047177759,0.8853849044283875,0,0,1,0
45,95,1,13,11,8,0.81,2.0,0.2770060128550695,-0.47125151688750083,1,1,0,1
37,101,2,10,8,13,0.67,1.0,0.27474402730375425,-0.29725143064821147,1,0,1,0
30,163,1,17,11,12,0.64,1.0,0.2770060128550695,-0.037430931569123874,1,1,0,0
36,156,2,17,10,15,0.69,2.0,0.2770060128550695,0.7317249705862424,0,0,1,0
37,67,1,17,5,12,0.96,1.0,0.2765167148163434,-0.3855789428295111,0,1,0,0
38,37,3,14,5,6,0.86,1.0,0.27812113720642767,0.37655461718995437,1,1,0,0
18,144,2,14,10,11,0.82,1.0,0.27621483375959077,0.1288322584221906,1,1,0,0
39,121,1,11,6,12,0.75,1.0,0.26641414141414144,0.36655701957015874,0,0,1,0
41,60,1,13,8,15,0.69,2.0,0.2723334021043945,0.9189935874928391,0,0,1,1
46,32,2,12,7,8,0.97,1.0,0.2723334021043945,-0.35835196717979045,1,0,1,1
51,120,2,16,11,11,0.52,1.0,0.2723334021043945,0.6399478868294125,0,0,1,0
44,116,2,8,6,17,0.71,3.0,0.2723334021043945,0.5754532182654815,0,0,0,0
45,56,3,13,15,10,0.82,1.0,0.2627646326276463,0.35254313504456725,0,0,0,0
31,4,2,19,10,10,0.81,1.0,0.2765167148163434,1.7470755640973519,0,0,0,1
30,18,2,12,5,9,0.81,3.0,0.2765167148163434,-0.5862824090329496,0,0,1,0
51,61,2,10,7,12,0.77,1.0,0.2770060128550695,-0.3403772352915812,0,1,0,0
18,129,2,17,9,9,0.79,1.0,0.27474402730375425,0.10651476231835849,0,0,0,0
38,127,1,12,7,9,0.92,1.0,0.2719186785260483,-0.3818952931827842,1,0,0,0
35,115,2,13,9,8,0.95,2.0,0.27391304347826084,0.6845767190878347,1,0,1,0
39,35,4,17,5,6,0.53,1.0,0.2641112047177759,-0.2347464256894523,0,0,1,1
43,25,3,13,7,11,0.7,2.0,0.2765167148163434,-0.6354018442888031,0,0,1,0
21,77,3,11,9,9,0.99,2.0,0.2770060128550695,0.17228454037538732,1,0,1,1
39,10,3,12,14,5,0.74,2.0,0.2770060128550695,1.1692969649930085,0,1,0,0
34,74,1,18,6,10,0.57,2.0,0.2770060128550695,-0.5143773215308706,1,0,1,0
30,10,2,6,7,11,0.99,1.0,0.27474402730375425,0.3395025224992146,1,0,1,0
39,95,2,14,11,11,0.54,3.0,0.2733843537414966,-0.3542864006800584,0,1,0,1
27,143,2,17,5,7,0.8,2.0,0.27474402730375425,0.4823455854723757,0,0,1,0
39,148,1,14,10,8,0.98,2.0,0.2733843537414966,-0.5869045639063935,0,1,0,0
35,50,4,12,5,16,0.83,1.0,0.2723334021043945,1.768062511164908,1,0,1,0
18,84,3,14,5,9,0.67,3.0,0.2767747230201067,0.3635324844923278,1,0,1,1
52,46,2,13,5,15,0.56,2.0,0.27812113720642767,-0.14938184909356347,0,1,0,0
56,164,1,16,9,16,0.9,2.0,0.2767747230201067,0.3352213577760119,0,0,1,0
46,64,3,12,6,9,0.65,1.0,0.2765167148163434,0.00852844972557426,0,1,0,0
31,174,2,14,8,6,0.81,3.0,0.2767747230201067,-0.2655769716457536,0,0,1,0
44,151,2,13,7,12,0.91,3.0,0.2767747230201067,-0.30853029771034685,1,1,0,0
46,12,2,15,6,11,0.99,1.0,0.2765167148163434,2.1388455639125517,1,0,1,1
32,121,2,10,13,13,0.51,3.0,0.2767747230201067,-0.10507333419572623,1,0,1,1
47,127,3,14,6,6,0.75,3.0,0.2767747230201067,0.1584739341747824,1,1,0,0
53,2,2,20,7,11,0.56,2.0,0.2767747230201067,-0.579340146237195,1,1,0,0
37,89,4,30,12,9,0.51,3.0,0.2770060128550695,-0.4438828624052138,1,0,0,0
37,155,1,9,9,13,0.65,3.0,0.2719186785260483,2.1388455639125517,0,1,0,0
35,58,2,17,6,12,0.73,2.0,0.27391304347826084,-0.39873659441046205,1,0,1,0
23,157,2,19,4,11,0.95,1.0,0.2767747230201067,-0.3232648962972545,1,1,0,0
23,137,2,8,4,11,0.6,2.0,0.2765167148163434,-0.30177283339185285,1,0,1,0
29,97,1,11,13,14,0.55,1.0,0.27621483375959077,-0.29741774927774595,0,0,0,0
38,125,1,21,9,5,0.76,2.0,0.2733843537414966,2.0999852161218193,1,0,0,0
47,28,1,21,10,10,0.88,2.0,0.2767747230201067,-0.2182254418223594,0,1,0,1
26,49,3,18,7,10,0.84,1.0,0.2641112047177759,-0.501336708985518,1,0,1,1
34,46,2,16,14,10,0.65,2.0,0.2765167148163434,0.5875575185260473,1,0,1,0
30,163,2,13,13,8,0.88,1.0,0.2767747230201067,-0.35498863489364846,1,1,0,0
37,24,2,12,3,6,0.87,3.0,0.27474402730375425,-0.24720800300605522,1,0,1,0
41,174,1,16,6,9,0.61,2.0,0.265988987717069,-0.2563740074781784,0,0,1,0
52,116,2,17,10,10,0.98,1.0,0.27391304347826084,-0.43772291316319556,1,0,1,0
52,62,3,14,5,8,0.52,1.0,0.27474402730375425,1.3331208150844838,0,1,0,0
54,16,4,12,7,8,0.53,2.0,0.2733843537414966,-0.6177227899642107,1,1,0,0
41,114,2,12,5,8,0.85,3.0,0.2770060128550695,-0.4994209647712503,1,0,1,1
53,125,2,16,14,11,0.63,2.0,0.2723334021043945,0.6057293687900012,0,1,0,1
24,133,2,20,6,13,0.68,2.0,0.2765167148163434,-0.5947030596467885,1,1,0,0
36,101,4,19,14,12,0.58,2.0,0.2723334021043945,0.6001484547767326,0,0,0,0
49,12,1,12,7,11,0.77,3.0,0.2767747230201067,-0.3046187299416653,0,0,1,1
32,76,4,15,3,12,0.59,3.0,0.27474402730375425,0.7912916797565588,0,0,1,0
40,11,4,14,6,9,0.99,3.0,0.27391304347826084,-0.2624969970247445,0,0,1,1
43,26,2,14,10,7,0.92,2.0,0.2765167148163434,1.217400008623929,0,1,0,1
33,163,4,13,9,12,0.94,1.0,0.2641112047177759,1.6544052877004294,1,1,0,0
48,41,1,16,6,10,0.9,2.0,0.27391304347826084,-0.18998823449694774,0,1,0,0
40,138,3,13,5,10,0.64,2.0,0.2770060128550695,0.6430032216534536,0,1,0,0
27,178,1,16,5,9,0.82,3.0,0.2719186785260483,-0.3578160515957349,0,1,0,1
47,164,2,18,10,12,0.91,1.0,0.27391304347826084,0.7016151386912571,1,1,0,0
23,145,2,20,6,13,0.57,1.0,0.27474402730375425,-0.6214741990525998,0,1,0,0
44,30,1,6,6,16,0.78,2.0,0.2655860349127182,-0.10412470201245541,0,0,0,0
27,176,2,17,11,13,0.74,2.0,0.2767747230201067,2.1388455639125517,1,1,0,0
41,105,2,16,3,13,0.64,1.0,0.2627646326276463,0.7089393183400169,1,1,0,0
39,8,2,15,10,10,0.54,1.0,0.27474402730375425,0.6606021966378997,0,0,1,1
47,37,2,17,6,9,0.98,1.0,0.2641112047177759,2.1388455639125517,0,0,1,1
39,22,3,10,6,14,0.74,2.0,0.2733843537414966,-0.02900412100604291,0,0,1,1
43,131,3,21,5,8,0.77,3.0,0.2770060128550695,0.3631012880453865,1,1,0,0
28,92,2,19,12,5,0.66,2.0,0.2723334021043945,0.3336567306685393,0,0,1,0
34,179,3,19,9,10,0.84,1.0,0.2641112047177759,1.2709299675370676,1,0,1,0
46,137,1,8,8,11,0.98,1.0,0.27391304347826084,-0.17645482601223367,1,1,0,0
27,166,2,15,16,3,0.73,1.0,0.2770060128550695,-0.3716081779486137,0,1,0,0
33,159,2,14,14,14,0.59,3.0,0.2767747230201067,2.1388455639125517,0,1,0,0
58,139,1,13,4,8,0.8,2.0,0.27474402730375425,-0.1341667744657784,1,1,0,0
20,59,1,18,5,4,0.96,2.0,0.27474402730375425,0.5489900763217711,0,1,0,1
26,31,1,10,5,6,0.6,1.0,0.2765167148163434,2.1388455639125517,1,0,0,1
27,82,1,16,12,10,0.8,3.0,0.2719186785260483,1.7772716352817253,0,0,1,1
49,132,2,13,10,9,0.9,2.0,0.2733843537414966,2.1388455639125517,0,1,0,1
48,74,2,18,5,12,0.85,2.0,0.27391304347826084,1.2694577396682252,0,1,0,0
26,39,1,11,4,12,0.68,2.0,0.2641112047177759,0.039482194666715945,0,1,0,0
24,157,1,17,1,8,0.63,1.0,0.2719186785260483,-0.4648266898280758,0,1,0,0
32,118,2,16,9,9,0.65,2.0,0.2719186785260483,1.648233018559927,0,0,1,0
18,36,1,19,8,12,0.91,1.0,0.2767747230201067,-0.05305256284688214,0,0,1,0
40,23,1,11,10,8,0.72,3.0,0.2641112047177759,-0.5577064044992269,0,0,0,0
34,164,4,18,8,10,0.81,3.0,0.2733843537414966,-0.4002642618224826,1,0,1,0
18,43,1,14,8,4,0.68,2.0,0.27474402730375425,-0.5976105556890211,1,0,1,0
33,140,2,18,11,13,0.96,1.0,0.2723334021043945,0.4036214341593825,1,1,0,0
35,147,2,15,6,12,0.5,1.0,0.2765167148163434,1.2301880632503588,0,0,1,0
43,124,2,26,2,7,0.97,1.0,0.2765167148163434,2.1388455639125517,1,0,1,0
34,173,1,13,6,12,0.62,2.0,0.2723334021043945,1.2252847436537122,1,0,1,0
28,11,2,11,8,13,0.89,1.0,0.2719186785260483,-0.3734561627212192,0,1,0,1
29,3,4,22,8,8,0.63,1.0,0.2641112047177759,-0.031542020093754425,1,0,1,0
38,145,2,13,9,11,0.74,3.0,0.27391304347826084,0.08660580636815553,0,1,0,0
39,87,2,14,8,6,0.52,1.0,0.2767747230201067,0.766029727915042,0,0,1,0
39,42,1,17,6,6,0.9,2.0,0.27474402730375425,-0.4353513327050185,0,0,1,0
20,12,2,10,4,6,0.56,2.0,0.2627646326276463,-0.44458509661880385,1,0,0,1
42,96,2,16,8,13,0.77,3.0,0.27391304347826084,0.1355835627914426,1,0,0,0
47,16,1,18,5,12,0.63,1.0,0.2655860349127182,2.1388455639125517,0,0,1,0
56,46,4,13,7,13,0.62,1.0,0.2723334021043945,-0.40447766710402305,0,0,1,0
22,131,2,16,17,5,0.76,3.0,0.2733843537414966,-0.15593603508707088,1,0,0,0
24,141,2,10,10,12,0.67,3.0,0.2627646326276463,0.4914007108581425,1,1,0,0
39,138,1,21,11,9,0.81,2.0,0.2765167148163434,0.11720843420250217,0,1,0,0
30,94,4,12,9,7,0.88,3.0,0.2719186785260483,-0.15028120168289813,0,0,1,0
48,114,1,16,5,10,0.52,1.0,0.26641414141414144,-0.16736274093101472,1,1,0,0
20,179,3,21,11,14,0.8,1.0,0.2765167148163434,-0.3918990507518218,0,1,0,0
39,140,2,9,8,5,0.84,2.0,0.2767747230201067,-0.3930078416153851,1,0,0,1
39,50,1,18,10,7,0.57,3.0,0.27391304347826084,2.1388455639125517,1,0,1,0
44,84,3,18,8,7,0.84,2.0,0.27391304347826084,1.4173150013243891,1,1,0,1
36,20,1,18,9,6,0.88,3.0,0.27391304347826084,2.1388455639125517,0,1,0,1
18,144,3,12,9,5,0.79,3.0,0.2767747230201067,0.02482767541995454,0,0,0,0
38,98,1,11,7,12,0.97,3.0,0.2770060128550695,-0.5407603841344347,0,0,1,1
39,80,1,13,4,16,0.72,3.0,0.2765167148163434,0.8172743456593917,1,0,1,0
18,135,1,21,7,6,0.91,1.0,0.2770060128550695,-0.2643265019496239,1,0,1,0
46,55,1,18,14,7,0.86,3.0,0.27474402730375425,0.8134490171800984,0,0,1,0
36,65,1,22,6,11,0.51,2.0,0.2733843537414966,-0.6292542149452689,0,0,1,1
24,146,2,14,12,10,0.9,1.0,0.2655860349127182,0.04368943999901441,0,1,0,0
38,31,1,18,4,6,0.99,3.0,0.27391304347826084,-0.48393485237681644,0,0,0,1
45,155,4,17,10,8,0.78,2.0,0.27621483375959077,-0.6277203875840063,0,1,0,0
41,179,2,18,5,13,0.81,2.0,0.2733843537414966,-0.23340355675469235,0,1,0,0
31,179,3,13,12,12,0.65,1.0,0.2770060128550695,-0.23095189695636908,1,0,1,0
59,92,1,20,10,10,0.65,3.0,0.27391304347826084,1.1994191167864776,0,1,0,1
33,17,3,11,12,12,0.51,2.0,0.2770060128550695,-0.02323840851551383,1,0,0,0
38,173,1,16,3,9,0.62,3.0,0.27391304347826084,-0.18678506089109825,0,1,0,0
40,152,1,18,8,10,0.73,1.0,0.265988987717069,1.0328232895360943,0,1,0,0
44,146,3,5,9,12,0.84,1.0,0.2641112047177759,-0.5778124788251745,0,0,1,0
43,165,2,15,13,7,0.99,1.0,0.2723334021043945,-0.3104953215185507,0,0,1,0
35,128,2,17,10,4,0.93,3.0,0.2723334021043945,-0.3447384793549301,1,0,0,1
34,10,1,19,7,13,0.89,3.0,0.265988987717069,-0.4830478196859658,0,1,0,0
24,149,1,8,12,13,0.79,3.0,0.27391304347826084,-0.3760248615551408,0,0,1,0
39,146,3,18,5,15,0.83,2.0,0.2765167148163434,0.9336727465365685,0,0,1,0
42,77,2,21,12,11,0.86,1.0,0.2723334021043945,0.45298726738491674,1,1,0,0
31,25,2,17,10,8,0.82,2.0,0.2641112047177759,1.7941252564078871,1,1,0,1
44,92,2,15,13,7,0.92,2.0,0.2733843537414966,-0.2693099008864167,1,1,0,0
36,166,2,13,6,13,0.78,2.0,0.265988987717069,0.4877725007545938,0,0,1,1
40,113,4,9,8,7,0.57,2.0,0.2767747230201067,2.1388455639125517,0,0,1,0
28,101,1,23,7,11,0.59,2.0,0.27621483375959077,0.11552060811018917,1,1,0,0
46,104,3,22,9,8,0.69,2.0,0.27391304347826084,-0.06494742483321937,0,1,0,0
22,125,1,22,12,10,0.6,3.0,0.27621483375959077,0.9411386050178947,1,0,1,0
56,115,1,14,11,7,0.53,2.0,0.2765167148163434,-0.33172250660654556,1,1,0,0
33,75,3,19,8,7,0.66,1.0,0.2641112047177759,-0.25427962473589216,0,0,1,1
25,37,1,9,8,9,0.87,3.0,0.27391304347826084,0.22277764431221087,0,0,1,1
33,20,1,14,14,8,0.79,1.0,0.2719186785260483,0.34823117057515446,0,0,1,0
37,179,2,10,7,12,0.51,1.0,0.265988987717069,0.2964567971959911,0,0,1,0
33,68,1,18,5,12,0.77,2.0,0.2765167148163434,0.06470718681278066,1,1,0,0
22,19,3,17,4,5,0.51,2.0,0.2767747230201067,-0.6298702098694706,0,0,0,0
45,68,1,15,12,10,0.89,2.0,0.2641112047177759,0.7709330475116885,0,0,0,0
38,61,2,12,12,17,0.89,1.0,0.2770060128550695,0.4954416375609065,1,0,1,0
56,65,2,17,9,13,0.92,2.0,0.2770060128550695,-0.10112480673159253,1,1,0,0
45,28,1,17,12,14,0.78,3.0,0.2765167148163434,-0.2781186283025028,0,0,1,0
23,14,3,8,7,9,0.67,3.0,0.27391304347826084,0.0698507444298659,1,1,0,0
46,45,1,13,6,6,0.92,2.0,0.2770060128550695,0.23849167482859943,1,1,0,0
18,57,2,6,8,12,0.78,1.0,0.27391304347826084,0.15355829467965185,0,1,0,1
50,28,1,14,5,3,0.59,1.0,0.2723334021043945,2.0793124264656058,0,1,0,0
19,106,2,18,12,9,0.65,1.0,0.2641112047177759,-0.3595223575357739,1,1,0,1
27,49,2,15,5,9,0.98,3.0,0.2767747230201067,-0.017084619222737605,1,0,0,0
51,167,2,15,7,12,0.76,2.0,0.2765167148163434,-0.028363486284873014,1,0,1,0
23,17,1,11,13,9,0.55,1.0,0.2767747230201067,-0.5544046717055051,1,0,1,1
59,98,4,13,11,16,0.7,3.0,0.2723334021043945,-0.4124671212709207,0,1,0,0
48,60,2,16,13,11,0.81,3.0,0.27474402730375425,0.2643018621526559,1,1,0,0
43,151,1,14,4,10,0.79,2.0,0.2733843537414966,-0.5988425455374248,1,1,0,0
52,80,2,10,11,12,0.54,1.0,0.27812113720642767,0.2533371525018634,0,0,0,0
37,89,1,15,8,9,0.71,2.0,0.2767747230201067,-0.146190995386198,0,1,0,0
46,22,1,15,10,10,0.5,2.0,0.2767747230201067,-0.3604032302773825,1,0,1,1
29,156,3,16,8,6,0.87,1.0,0.2770060128550695,-0.5821182833453452,1,1,0,0
43,43,3,15,12,11,0.95,1.0,0.2765167148163434,-0.606043526201344,0,1,0,0
25,123,1,13,17,16,0.67,2.0,0.2733843537414966,1.1148368537443252,1,1,0,0
30,163,3,24,3,8,0.97,1.0,0.2767747230201067,0.1894646388113762,0,0,0,0
33,74,2,13,8,9,0.51,1.0,0.26641414141414144,0.7638306260356414,1,1,0,0
47,44,1,25,6,21,0.66,2.0,0.2770060128550695,1.9282458312543505,1,0,0,0
37,51,4,18,10,14,0.7,2.0,0.2641112047177759,-0.2519942835671034,0,1,0,0
30,92,3,9,10,5,0.62,3.0,0.27391304347826084,-0.16484948164027127,1,0,1,0
25,89,4,10,11,9,0.65,1.0,0.2765167148163434,0.840306395875298,1,0,0,0
28,63,1,21,10,6,0.92,3.0,0.2733843537414966,-0.6003763728986873,1,0,0,0
38,161,1,16,5,14,0.54,2.0,0.2641112047177759,-0.6249484104250981,1,0,1,0
